chromosome1	x1	x2	chromosome2	y1	y2	color	observed	stripId	FDR	EnrichmentScore	EnrichmentScore_X	EnrichmentScore_Y	-log10(binomal_p-value)	-log10(poisson_p-value)
chr21	10413525	10414213	chr21	10415218	10607919	"0,255,255"	1256	chr21-chr21-3	0.0	4.3935286401399214	0.6079380445304937	0.20215676806695637	0.720186723288	300.0
chr21	44874668	44875348	chr21	44876410	44986999	"0,255,255"	407	chr21-chr21-305	0.0	2.7958783120706574	0.4182939362795478	0.014298261022308098	4.20671809318	113.854081679
chr21	44939090	44939901	chr21	44939604	45459315	"0,255,255"	1054	chr21-chr21-310	0.1	2.9011835948252132	0.3317595215612213	0.010798737756649317	4.82163733277e-17	189.314398913
chr21	45144799	45152420	chr21	45145224	45581870	"0,255,255"	4872	chr21-chr21-313	0.1	2.8981024329308194	0.7086545454545454	0.050134288272157566	4.6617794436e-09	300.0
chr21	45308620	45310159	chr21	45309182	45597199	"0,255,255"	1049	chr21-chr21-324	0.0	2.9128774730996181	0.5579787234042554	0.014277936572750782	1.85961661224e-09	260.048217732
chr21	45380820	45383794	chr21	45381617	45597188	"0,255,255"	1897	chr21-chr21-335	0.1	2.0437405731523377	0.4552435805135589	0.031577195172700794	4.82163733277e-17	169.879923038
chr21	45399307	45400212	chr21	45399925	45485603	"0,255,255"	213	chr21-chr21-336	0.0	2.2780748663101602	0.46710526315789475	0.006403511409073144	1.99847320647e-10	25.5790059049
chr21	45555646	45557020	chr21	45555976	45977444	"0,255,255"	891	chr21-chr21-348	0.1	3.3482254697286016	0.38638334778837813	0.04309552599758162	4.82163733277e-17	227.175313477
chr21	46227161	46228452	chr21	46227489	46493046	"0,255,255"	708	chr21-chr21-349	0.0	3.168572849328692	0.650137741046832	0.018115756614298144	1.45737050776e-05	168.543312873
chr21	16193533	16195950	chr21	16195021	16343653	"0,255,255"	277	chr21-chr21-35	0.1	2.2302737520128826	0.36447368421052634	0.061283185840707965	4.82163733277e-17	31.4993871649
chr21	46282346	46287944	chr21	46282613	46695162	"0,255,255"	5337	chr21-chr21-350	0.1	2.8444278633480788	0.636190249135773	0.11898073836276084	4.82163733277e-17	300.0
chr21	46294686	46295397	chr21	46295093	46571084	"0,255,255"	595	chr21-chr21-351	0.0	2.0746164574616457	0.4794520547945205	0.018520247766676004	2.79741112685	173.230411913
chr21	46324649	46324760	chr21	46325714	46684939	"0,255,255"	650	chr21-chr21-355	0.0	2.7121001390820587	0.41639974375400385	0.02074357746928355	169.591666971	300.0
chr21	17819497	17820489	chr21	17820389	17974747	"0,255,255"	246	chr21-chr21-36	0.0	3.0370370370370372	0.2760942760942761	0.08929219600725953	4.82163733277e-17	48.4466606924
chr21	18758519	18760627	chr21	18759319	19017674	"0,255,255"	1330	chr21-chr21-37	0.1	2.6068208545668368	0.3218780251694095	0.1734707186644059	4.82163733277e-17	199.144489947
chr21	19997754	20000808	chr21	19998571	20704753	"0,255,255"	1953	chr21-chr21-38	0.1	2.848184337173691	0.530562347188264	0.0611688799799549	4.82163733277e-17	300.0
chr21	20255876	20259509	chr21	20256860	20666222	"0,255,255"	4194	chr21-chr21-40	0.1	2.2633567188343227	0.4855290576522343	0.17959148717509527	4.82163733277e-17	300.0
chr21	24272159	24274994	chr21	24272590	24647783	"0,255,255"	1157	chr21-chr21-46	0.1	2.4363023794483052	0.37047710534742234	0.09682818645911792	4.82163733277e-17	152.917464103
chr21	24712961	24717893	chr21	24713542	25170117	"0,255,255"	4717	chr21-chr21-48	0.1	2.9119081424779307	0.4712287712287712	0.22951537563254185	4.82163733277e-17	300.0
chr21	25606404	25609582	chr21	25606993	25947115	"0,255,255"	819	chr21-chr21-49	0.1	2.6755962103887616	0.43867166577396893	0.044889010687859686	4.82163733277e-17	128.960836609
chr21	14382512	14385019	chr21	14475752	15337193	"0,255,255"	3664	chr21-chr21-5	0.0	8.0883002207505523	0.3803986710963455	0.04645207094590312	68.5125818787	300.0
chr21	28883605	28884858	chr21	28883843	29129903	"0,255,255"	833	chr21-chr21-51	0.1	2.5427350427350426	0.4063414634146341	0.014883238935839482	4.82163733277e-17	119.766392334
chr21	29071056	29076547	chr21	29071476	29907282	"0,255,255"	5405	chr21-chr21-54	0.1	3.3521458695112871	0.5218188839544313	0.06854266003855128	4.82163733277e-17	300.0
chr21	29299117	29299225	chr21	29299943	29423239	"0,255,255"	378	chr21-chr21-56	0.0	3.9789473684210526	0.2791728212703102	0.03438551805694533	71.1686625277	231.115637892
chr21	32279157	32280939	chr21	32279549	32462425	"0,255,255"	705	chr21-chr21-65	0.1	2.0901274829528611	0.42495479204339964	0.04021218343600274	4.82163733277e-17	67.5733401963
chr21	32393080	32393973	chr21	32393144	32768798	"0,255,255"	2016	chr21-chr21-66	0.1	2.1682082168208217	0.45849442801910395	0.06004288777698356	9.59395871705	300.0
chr21	33216078	33216831	chr21	33216558	33404578	"0,255,255"	524	chr21-chr21-69	0.0	2.225998300764656	0.5	0.012838102704821639	4.82163733277e-17	58.2666270746
chr21	33230295	33232973	chr21	33230728	33405326	"0,255,255"	1533	chr21-chr21-71	0.1	2.9994130307180589	0.49853658536585366	0.03994996481901337	4.82163733277e-17	289.307039784
chr21	33323967	33325480	chr21	33324665	33405357	"0,255,255"	1809	chr21-chr21-74	0.1	2.036015756893641	0.3222301389383684	0.08041072142952393	4.82163733277e-17	258.764413658
chr21	33529800	33530802	chr21	33530043	33638893	"0,255,255"	282	chr21-chr21-77	0.0	2.0085470085470085	0.6453089244851259	0.010722433460076045	1.41359726022e-06	25.2447519731
chr21	33542902	33545385	chr21	33543657	33996914	"0,255,255"	2927	chr21-chr21-79	0.1	2.7652338214454417	0.516407904022583	0.044637274487975234	4.82163733277e-17	300.0
chr21	14493484	14494346	chr21	14493952	14621517	"0,255,255"	223	chr21-chr21-8	0.1	2.3204994797086371	0.3982142857142857	0.00771332710732939	4.82163733277e-17	27.7437955486
chr21	33588787	33590966	chr21	33589003	33948067	"0,255,255"	1479	chr21-chr21-83	0.1	2.6481647269471797	0.5023777173913043	0.028094903405960908	4.82163733277e-17	227.546018889
chr21	33616065	33619460	chr21	33617235	33945726	"0,255,255"	1103	chr21-chr21-84	0.1	2.0674789128397375	0.5452298566485417	0.023095607018719377	4.82163733277e-17	102.234852323
chr21	33894731	33895265	chr21	33896657	34148352	"0,255,255"	204	chr21-chr21-91	0.0	4.5714285714285712	0.27019867549668874	0.005287987972419514	2.73678710444	82.7995556006
chr21	33912894	33917871	chr21	33914284	34373983	"0,255,255"	3295	chr21-chr21-92	0.1	2.7045883608306656	0.48605989083935686	0.06293212116581993	4.82163733277e-17	300.0
chr21	33947501	33948530	chr21	33948143	34374224	"0,255,255"	1099	chr21-chr21-95	0.0	3.6602830974188176	0.5203598484848485	0.02462193346028901	4.18395932566e-09	300.0
chr21	33976125	33978359	chr21	33977339	34235756	"0,255,255"	532	chr21-chr21-96	0.0	2.0282119710255433	0.3970149253731343	0.015502520616604015	4.82163733277e-17	47.7237057358
chr21	34073572	34074824	chr21	34074316	34374210	"0,255,255"	1232	chr21-chr21-97	0.0	3.4437456324248776	0.5012205044751831	0.03564814814814815	0.663154309958	300.0
